respondent_id,age,gender,profession,education_level,years_of_experience,hospital_type,hospital_location,ai_awareness_q1,ai_awareness_q2,ai_awareness_q3,ai_awareness_q4,ai_awareness_score,privacy_q1,privacy_q2,privacy_q3,privacy_q4,privacy_score,human_factor_q1,human_factor_q2,human_factor_q3,human_factor_q4,human_factor_score,infrastructure_q1,infrastructure_q2,infrastructure_q3,infrastructure_q4,infrastructure_q5,infrastructure_score,adoption_q1,adoption_q2,adoption_q3,adoption_q4,adoption_readiness_score,adoption_readiness_category
95,40,Male,Other,Bachelor's (ongoing),16,Public,Semi-Urban,3.0,4.0,3.0,4.0,3.5,3.0,4.0,4.0,3.0,3.5,4.0,5.0,4.0,4.0,4.25,3.0,3.0,2.0,2.0,3.0,2.6,3.0,3.0,3.0,2.0,2.75,Medium
96,34,Female,Nurse,Bachelor's (ongoing),7,Public,Semi-Urban,3.0,2.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,1.75,3.0,4.0,,3.0,3.3333333333333335,2.0,,3.0,3.0,2.0,2.5,3.0,4.0,5.0,4.0,4.0,High
97,35,Male,Doctor,Postgraduate/Doctoral,14,Public,Chattogram,3.0,5.0,4.0,,4.0,3.0,,4.0,3.0,3.3333333333333335,3.0,2.0,2.0,3.0,2.5,4.0,5.0,5.0,,5.0,4.75,5.0,4.0,3.0,3.0,3.75,Medium
98,33,Male,Nurse,Bachelor's (completed),7,Private,Other Urban,4.0,4.0,5.0,5.0,4.5,4.0,3.0,3.0,3.0,3.25,4.0,3.0,2.0,2.0,2.75,3.0,4.0,,5.0,3.0,3.75,2.0,2.0,3.0,2.0,2.25,Low
99,23,Male,Doctor,Postgraduate/Doctoral,2,Public,Rural,4.0,3.0,5.0,4.0,4.0,3.0,2.0,3.0,2.0,2.5,4.0,2.0,3.0,1.0,2.5,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,5.0,4.5,High
100,26,Female,Nurse,Postgraduate/Doctoral,8,Public,Semi-Urban,4.0,3.0,3.0,4.0,3.5,2.0,1.0,1.0,2.0,1.5,4.0,3.0,3.0,3.0,3.25,2.0,2.0,,3.0,4.0,2.75,3.0,4.0,4.0,4.0,3.75,Medium
101,23,Female,Healthcare Student,Bachelor's (ongoing),1,Not Applicable,Chattogram,2.0,4.0,3.0,1.0,2.5,3.0,2.0,2.0,4.0,2.75,3.0,2.0,3.0,2.0,2.5,2.0,1.0,2.0,2.0,1.0,1.6,1.0,2.0,1.0,1.0,1.25,Low
102,37,Female,Doctor,Postgraduate/Doctoral,9,NGO/Other,Chattogram,2.0,1.0,1.0,1.0,1.25,4.0,5.0,3.0,4.0,4.0,2.0,1.0,2.0,,1.6666666666666667,3.0,2.0,2.0,2.0,2.0,2.2,3.0,3.0,3.0,4.0,3.25,Medium
103,30,Male,Healthcare Student,Bachelor's (ongoing),0,Public,Rural,3.0,3.0,3.0,2.0,2.75,4.0,4.0,3.0,3.0,3.5,4.0,4.0,3.0,3.0,3.5,,3.0,3.0,5.0,4.0,3.75,2.0,2.0,2.0,2.0,2.0,Low
104,34,Female,Other,Bachelor's (ongoing),6,Public,Dhaka,1.0,2.0,1.0,3.0,1.75,2.0,2.0,2.0,2.0,2.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.25,Medium
105,45,Female,Hospital Administrator,Postgraduate/Doctoral,18,Public,Dhaka,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.75,3.0,3.0,3.0,2.0,,2.75,2.0,2.0,2.0,2.0,2.0,Low
106,29,Female,IT Staff,Bachelor's (ongoing),6,Private,Dhaka,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,3.25,3.0,2.0,3.0,3.0,2.75,3.0,3.0,2.0,2.0,3.0,2.6,4.0,5.0,4.0,4.0,4.25,High
107,32,Male,IT Staff,Bachelor's (completed),6,Public,Semi-Urban,2.0,3.0,3.0,3.0,2.75,1.0,1.0,2.0,2.0,1.5,,2.0,2.0,2.0,2.0,3.0,4.0,,4.0,4.0,3.75,4.0,5.0,5.0,5.0,4.75,High
108,40,Male,Other,Bachelor's (completed),8,NGO/Other,Dhaka,5.0,4.0,4.0,5.0,4.5,3.0,2.0,3.0,3.0,2.75,2.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.6,4.0,4.0,4.0,4.0,4.0,High
109,29,Male,Nurse,Postgraduate/Doctoral,4,Private,Dhaka,4.0,4.0,5.0,4.0,4.25,4.0,4.0,5.0,5.0,4.5,2.0,2.0,1.0,2.0,1.75,4.0,3.0,2.0,4.0,3.0,3.2,3.0,2.0,3.0,4.0,3.0,Medium
110,25,Female,Doctor,Postgraduate/Doctoral,2,Private,Other Urban,4.0,,4.0,3.0,3.6666666666666665,2.0,1.0,1.0,2.0,1.5,,1.0,2.0,1.0,1.3333333333333333,3.0,4.0,3.0,4.0,3.0,3.4,3.0,3.0,4.0,3.0,3.25,Medium
111,30,Male,Hospital Administrator,Bachelor's (completed),7,Public,Dhaka,3.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.75,5.0,5.0,5.0,5.0,4.0,4.8,3.0,3.0,3.0,4.0,3.25,Medium
112,27,Male,Hospital Administrator,Postgraduate/Doctoral,5,NGO/Other,Dhaka,3.0,3.0,2.0,3.0,2.75,5.0,4.0,4.0,4.0,4.25,1.0,2.0,1.0,1.0,1.25,4.0,5.0,4.0,5.0,3.0,4.2,4.0,5.0,5.0,5.0,4.75,High
113,47,Male,Doctor,Postgraduate/Doctoral,13,Private,Chattogram,4.0,2.0,4.0,4.0,3.5,4.0,3.0,3.0,4.0,3.5,4.0,4.0,5.0,5.0,4.5,4.0,5.0,5.0,5.0,5.0,4.8,2.0,2.0,4.0,3.0,2.75,Medium
114,42,Female,Hospital Administrator,Bachelor's (completed),14,Private,Dhaka,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,,2.6666666666666665,3.0,2.0,3.0,2.0,1.0,2.2,4.0,4.0,4.0,4.0,4.0,High
115,37,Male,Doctor,Postgraduate/Doctoral,16,Public,Not Applicable,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,3.75,,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,Medium
116,44,Female,Other,Bachelor's (ongoing),20,Private,Dhaka,2.0,3.0,2.0,3.0,2.5,2.0,4.0,3.0,2.0,2.75,3.0,5.0,,4.0,4.0,2.0,2.0,2.0,3.0,4.0,2.6,2.0,1.0,2.0,1.0,1.5,Low
117,41,Female,Nurse,Bachelor's (completed),16,Private,Rural,2.0,4.0,1.0,2.0,2.25,1.0,1.0,2.0,1.0,1.25,3.0,3.0,4.0,4.0,3.5,3.0,4.0,2.0,4.0,3.0,3.2,4.0,3.0,5.0,3.0,3.75,Medium
118,28,Female,Doctor,Postgraduate/Doctoral,8,Not Applicable,Other Urban,4.0,2.0,1.0,3.0,2.5,4.0,3.0,2.0,2.0,2.75,3.0,2.0,,2.0,2.3333333333333335,4.0,5.0,5.0,5.0,5.0,4.8,4.0,4.0,3.0,5.0,4.0,High
119,45,Male,Doctor,Bachelor's (completed),14,Private,Dhaka,4.0,3.0,4.0,3.0,3.5,5.0,3.0,3.0,4.0,3.75,3.0,4.0,4.0,,3.6666666666666665,5.0,3.0,4.0,5.0,3.0,4.0,5.0,3.0,5.0,5.0,4.5,High
120,35,Female,Nurse,Bachelor's (completed),8,Private,Dhaka,5.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.5,2.0,2.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,2.6,4.0,1.0,3.0,1.0,2.25,Low
121,42,Female,Nurse,Postgraduate/Doctoral,17,Public,Chattogram,3.0,4.0,1.0,3.0,2.75,,,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,,3.0,4.0,3.0,3.0,2.0,4.0,4.0,3.25,Medium
122,45,Female,Doctor,Postgraduate/Doctoral,16,Private,Dhaka,4.0,3.0,4.0,3.0,3.5,3.0,3.0,3.0,4.0,3.25,4.0,5.0,3.0,5.0,4.25,5.0,4.0,3.0,,4.0,4.0,3.0,3.0,4.0,2.0,3.0,Medium
123,31,Male,Nurse,Postgraduate/Doctoral,13,NGO/Other,Dhaka,5.0,5.0,5.0,4.0,4.75,3.0,5.0,4.0,5.0,4.25,2.0,3.0,1.0,,2.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.75,High
124,26,Male,Doctor,Postgraduate/Doctoral,2,Private,Rural,5.0,,4.0,5.0,4.666666666666667,2.0,3.0,2.0,4.0,2.75,2.0,1.0,1.0,1.0,1.25,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,High
125,29,Male,Nurse,Postgraduate/Doctoral,5,Public,Chattogram,4.0,5.0,3.0,2.0,3.5,1.0,2.0,1.0,1.0,1.25,2.0,2.0,1.0,1.0,1.5,3.0,3.0,3.0,4.0,3.0,3.2,4.0,5.0,5.0,5.0,4.75,High
126,33,Male,Nurse,Bachelor's (ongoing),11,Public,Rural,1.0,2.0,2.0,1.0,1.5,4.0,4.0,5.0,5.0,4.5,3.0,4.0,5.0,5.0,4.25,3.0,2.0,3.0,3.0,2.0,2.6,1.0,1.0,1.0,1.0,1.0,Low
127,42,Male,Nurse,Bachelor's (completed),15,Private,Dhaka,2.0,2.0,,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.75,5.0,3.0,3.0,5.0,3.0,3.8,4.0,3.0,4.0,3.0,3.5,Medium
128,43,Male,Nurse,Bachelor's (completed),12,NGO/Other,Dhaka,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.75,5.0,5.0,4.0,5.0,4.75,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,3.25,Medium
129,22,Male,Doctor,Postgraduate/Doctoral,4,Public,Other Urban,5.0,5.0,5.0,5.0,5.0,1.0,1.0,2.0,,1.3333333333333333,2.0,2.0,4.0,3.0,2.75,4.0,4.0,4.0,3.0,4.0,3.8,5.0,5.0,5.0,4.0,4.75,High
130,34,Female,Doctor,Postgraduate/Doctoral,9,Public,Dhaka,2.0,4.0,3.0,4.0,3.25,2.0,4.0,4.0,3.0,3.25,3.0,2.0,2.0,3.0,2.5,3.0,4.0,2.0,3.0,4.0,3.2,3.0,3.0,4.0,4.0,3.5,Medium
131,33,Male,Doctor,Postgraduate/Doctoral,7,NGO/Other,Dhaka,2.0,3.0,4.0,4.0,3.25,3.0,5.0,3.0,2.0,3.25,3.0,2.0,3.0,3.0,2.75,3.0,4.0,3.0,3.0,4.0,3.4,3.0,3.0,4.0,3.0,3.25,Medium
132,28,Female,Healthcare Student,Bachelor's (completed),0,Private,Dhaka,3.0,,,,3.0,3.0,2.0,3.0,2.0,2.5,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,3.0,3.6,3.0,3.0,2.0,2.0,2.5,Low
133,26,Female,Other,Bachelor's (ongoing),6,Public,Dhaka,2.0,3.0,2.0,3.0,2.5,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.5,2.0,3.0,2.0,2.0,4.0,2.6,3.0,3.0,3.0,4.0,3.25,Medium
134,31,Male,Other,Bachelor's (ongoing),12,Public,Semi-Urban,2.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,1.25,3.0,4.0,3.0,3.0,3.25,1.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,Medium
135,48,Female,Hospital Administrator,Bachelor's (completed),21,Public,Dhaka,2.0,2.0,2.0,1.0,1.75,5.0,4.0,5.0,5.0,4.75,3.0,3.0,2.0,3.0,2.75,3.0,4.0,4.0,4.0,4.0,3.8,2.0,2.0,2.0,1.0,1.75,Low
136,31,Male,Hospital Administrator,Secondary/HSC,4,Public,Not Applicable,3.0,3.0,2.0,3.0,2.75,3.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,3.25,2.0,4.0,,2.0,2.0,2.5,2.0,2.0,2.0,2.0,2.0,Low
137,35,Female,Nurse,Bachelor's (completed),7,Private,Dhaka,3.0,2.0,3.0,3.0,2.75,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,5.0,5.0,4.0,5.0,4.0,4.6,2.0,3.0,2.0,2.0,2.25,Low
138,39,Male,Healthcare Student,Bachelor's (completed),0,Private,Dhaka,4.0,5.0,5.0,5.0,4.75,4.0,3.0,4.0,4.0,3.75,3.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,,3.0,3.5,3.0,3.0,3.0,3.0,3.0,Medium
139,31,Female,Healthcare Student,Bachelor's (completed),0,NGO/Other,Dhaka,2.0,3.0,1.0,1.0,1.75,3.0,4.0,3.0,3.0,3.25,3.0,3.0,4.0,3.0,3.25,4.0,4.0,4.0,5.0,4.0,4.2,3.0,2.0,3.0,3.0,2.75,Medium
140,50,Male,Healthcare Student,Bachelor's (completed),0,NGO/Other,Chattogram,4.0,4.0,4.0,5.0,4.25,3.0,3.0,4.0,3.0,3.25,3.0,3.0,4.0,3.0,3.25,3.0,4.0,4.0,5.0,3.0,3.8,3.0,3.0,3.0,3.0,3.0,Medium
141,49,Male,Healthcare Student,Bachelor's (ongoing),0,Public,Rural,2.0,3.0,4.0,3.0,3.0,5.0,3.0,4.0,5.0,4.25,3.0,3.0,4.0,4.0,3.5,3.0,4.0,4.0,3.0,3.0,3.4,3.0,1.0,2.0,1.0,1.75,Low
142,29,Male,Nurse,Bachelor's (completed),3,Public,Semi-Urban,2.0,2.0,3.0,3.0,2.5,4.0,4.0,3.0,,3.6666666666666665,3.0,3.0,3.0,2.0,2.75,1.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,3.25,Medium
143,34,Female,Healthcare Student,Secondary/HSC,0,Public,Dhaka,1.0,1.0,2.0,1.0,1.25,4.0,3.0,3.0,,3.3333333333333335,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,2.75,Medium
144,30,Female,Healthcare Student,Bachelor's (ongoing),1,Public,Chattogram,2.0,2.0,2.0,1.0,1.75,4.0,5.0,4.0,5.0,4.5,3.0,3.0,3.0,2.0,2.75,4.0,3.0,5.0,4.0,3.0,3.8,2.0,2.0,2.0,2.0,2.0,Low
145,30,Male,Nurse,Bachelor's (completed),6,Private,Semi-Urban,3.0,3.0,2.0,3.0,2.75,2.0,,2.0,1.0,1.6666666666666667,5.0,5.0,4.0,4.0,4.5,2.0,2.0,2.0,2.0,1.0,1.8,1.0,2.0,2.0,2.0,1.75,Low
146,23,Male,Other,Bachelor's (ongoing),5,Public,Dhaka,3.0,,3.0,3.0,3.0,1.0,1.0,2.0,1.0,1.25,4.0,5.0,5.0,4.0,4.5,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.75,High
147,37,Male,Doctor,Bachelor's (ongoing),10,Private,Other Urban,2.0,2.0,3.0,1.0,2.0,4.0,5.0,4.0,5.0,4.5,,4.0,5.0,5.0,4.666666666666667,5.0,5.0,5.0,5.0,5.0,5.0,2.0,3.0,3.0,3.0,2.75,Medium
148,34,Male,Other,Bachelor's (completed),9,Public,Dhaka,2.0,3.0,2.0,2.0,2.25,3.0,1.0,2.0,1.0,1.75,3.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,3.5,Medium
149,24,Male,Healthcare Student,Bachelor's (ongoing),1,Public,Chattogram,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,4.25,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.2,4.0,3.0,4.0,3.0,3.5,Medium
150,30,Male,Doctor,Postgraduate/Doctoral,4,Public,Chattogram,3.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.75,3.0,3.0,4.0,4.0,3.5,5.0,4.0,4.0,4.0,4.0,4.2,2.0,4.0,3.0,2.0,2.75,Medium
151,45,Female,IT Staff,Bachelor's (completed),14,Private,Chattogram,3.0,3.0,3.0,,3.0,5.0,4.0,4.0,4.0,4.25,4.0,3.0,4.0,4.0,3.75,3.0,4.0,4.0,4.0,3.0,3.6,4.0,3.0,5.0,4.0,4.0,High
152,29,Female,Doctor,Postgraduate/Doctoral,5,Private,Rural,3.0,3.0,4.0,4.0,3.5,3.0,4.0,4.0,4.0,3.75,3.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,3.4,2.0,2.0,1.0,2.0,1.75,Low
153,27,Male,Healthcare Student,Bachelor's (ongoing),0,Not Applicable,Other Urban,2.0,2.0,3.0,2.0,2.25,2.0,2.0,3.0,2.0,2.25,3.0,3.0,3.0,2.0,2.75,4.0,4.0,4.0,4.0,5.0,4.2,4.0,5.0,4.0,5.0,4.5,High
154,34,Female,Healthcare Student,Bachelor's (ongoing),0,Public,Rural,3.0,2.0,2.0,2.0,2.25,2.0,1.0,3.0,2.0,2.0,3.0,4.0,3.0,4.0,3.5,2.0,2.0,,2.0,2.0,2.0,4.0,4.0,3.0,4.0,3.75,Medium
155,53,Male,Hospital Administrator,Bachelor's (completed),20,Private,Semi-Urban,2.0,4.0,1.0,2.0,2.25,5.0,5.0,4.0,5.0,4.75,4.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,2.0,3.0,2.4,1.0,1.0,2.0,1.0,1.25,Low
156,29,Female,Healthcare Student,Secondary/HSC,1,Not Applicable,Chattogram,2.0,3.0,3.0,2.0,2.5,2.0,1.0,2.0,1.0,1.5,4.0,,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.25,Medium
157,38,Male,Doctor,Postgraduate/Doctoral,11,Public,Chattogram,5.0,5.0,4.0,4.0,4.5,4.0,5.0,5.0,5.0,4.75,1.0,3.0,3.0,2.0,2.25,,4.0,4.0,5.0,3.0,4.0,3.0,3.0,2.0,1.0,2.25,Low
158,40,Female,Nurse,Bachelor's (ongoing),15,Public,Chattogram,3.0,2.0,1.0,2.0,2.0,4.0,4.0,3.0,4.0,3.75,4.0,3.0,3.0,4.0,3.5,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Low
159,29,Female,Nurse,Bachelor's (completed),5,Public,Semi-Urban,3.0,3.0,5.0,4.0,3.75,3.0,3.0,2.0,3.0,2.75,5.0,4.0,4.0,4.0,4.25,3.0,4.0,2.0,3.0,3.0,3.0,5.0,4.0,3.0,2.0,3.5,Medium
160,39,Female,Doctor,Bachelor's (completed),12,Public,Dhaka,4.0,3.0,3.0,3.0,3.25,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,3.4,3.0,4.0,4.0,4.0,3.75,Medium
161,32,Male,Nurse,Bachelor's (completed),10,NGO/Other,Rural,3.0,4.0,3.0,4.0,3.5,3.0,3.0,2.0,2.0,2.5,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.2,2.0,3.0,3.0,4.0,3.0,Medium
162,37,Female,Nurse,Bachelor's (ongoing),10,Public,Other Urban,4.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.75,,3.0,2.0,3.0,2.6666666666666665,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,3.25,Medium
163,37,Male,Nurse,Postgraduate/Doctoral,13,Private,Other Urban,5.0,3.0,3.0,5.0,4.0,3.0,5.0,4.0,4.0,4.0,1.0,,2.0,1.0,1.3333333333333333,3.0,3.0,3.0,2.0,2.0,2.6,3.0,3.0,4.0,4.0,3.5,Medium
164,35,Male,Nurse,Bachelor's (ongoing),10,Private,Chattogram,2.0,4.0,2.0,3.0,2.75,5.0,5.0,4.0,,4.666666666666667,5.0,5.0,4.0,5.0,4.75,3.0,4.0,4.0,3.0,4.0,3.6,4.0,4.0,3.0,3.0,3.5,Medium
165,25,Female,Healthcare Student,Bachelor's (completed),1,Private,Other Urban,3.0,3.0,3.0,4.0,3.25,3.0,3.0,4.0,3.0,3.25,4.0,4.0,4.0,3.0,3.75,3.0,4.0,4.0,4.0,4.0,3.8,4.0,3.0,4.0,2.0,3.25,Medium
166,42,Male,Nurse,Bachelor's (ongoing),20,Private,Other Urban,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,2.75,4.0,4.0,3.0,4.0,3.75,3.0,4.0,4.0,4.0,3.0,3.6,2.0,2.0,1.0,1.0,1.5,Low
167,31,Female,Healthcare Student,Secondary/HSC,1,Public,Other Urban,2.0,1.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,3.75,4.0,4.0,5.0,4.0,4.25,4.0,3.0,3.0,3.0,4.0,3.4,2.0,2.0,3.0,2.0,2.25,Low
168,28,Female,Nurse,Bachelor's (completed),12,Private,Dhaka,3.0,3.0,3.0,4.0,3.25,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.5,,3.0,2.0,,3.0,2.6666666666666665,3.0,4.0,4.0,4.0,3.75,Medium
169,24,Male,Nurse,Bachelor's (completed),1,Public,Other Urban,4.0,4.0,4.0,3.0,3.75,3.0,4.0,3.0,3.0,3.25,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.2,4.0,4.0,5.0,4.0,4.25,High
170,36,Female,Hospital Administrator,Bachelor's (completed),5,Public,Dhaka,3.0,2.0,4.0,2.0,2.75,4.0,4.0,4.0,3.0,3.75,4.0,5.0,5.0,5.0,4.75,4.0,4.0,4.0,3.0,5.0,4.0,2.0,3.0,3.0,2.0,2.5,Low
171,38,Male,Nurse,Postgraduate/Doctoral,10,Public,Other Urban,4.0,2.0,4.0,4.0,3.5,3.0,3.0,2.0,3.0,2.75,4.0,3.0,3.0,4.0,3.5,4.0,2.0,3.0,4.0,2.0,3.0,3.0,5.0,4.0,3.0,3.75,Medium
172,23,Male,Nurse,Bachelor's (completed),0,Private,Other Urban,4.0,4.0,5.0,4.0,4.25,4.0,,4.0,3.0,3.6666666666666665,2.0,3.0,3.0,5.0,3.25,3.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,High
173,34,Male,Hospital Administrator,Postgraduate/Doctoral,13,Private,Dhaka,5.0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,4.0,3.0,2.0,1.0,2.0,2.0,1.75,4.0,2.0,4.0,5.0,4.0,3.8,5.0,5.0,5.0,5.0,5.0,High
174,29,Female,Doctor,Bachelor's (completed),7,Private,Semi-Urban,2.0,4.0,4.0,2.0,3.0,2.0,1.0,2.0,2.0,1.75,3.0,4.0,2.0,2.0,2.75,4.0,4.0,5.0,5.0,3.0,4.2,2.0,2.0,3.0,1.0,2.0,Low
175,37,Male,Nurse,Bachelor's (completed),10,Public,Chattogram,4.0,3.0,3.0,,3.3333333333333335,4.0,4.0,,3.0,3.6666666666666665,3.0,3.0,2.0,1.0,2.25,3.0,3.0,4.0,3.0,3.0,3.2,3.0,2.0,2.0,1.0,2.0,Low
176,27,Male,Hospital Administrator,Bachelor's (completed),2,Not Applicable,Other Urban,2.0,2.0,2.0,1.0,1.75,2.0,2.0,2.0,3.0,2.25,2.0,3.0,2.0,3.0,2.5,5.0,4.0,5.0,5.0,4.0,4.6,3.0,3.0,3.0,2.0,2.75,Medium
177,38,Male,Nurse,Bachelor's (completed),18,Public,Other Urban,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,4.6,3.0,4.0,5.0,3.0,3.75,Medium
178,32,Other/Prefer not to say,Healthcare Student,Postgraduate/Doctoral,1,Not Applicable,Semi-Urban,2.0,3.0,2.0,3.0,2.5,1.0,1.0,2.0,1.0,1.25,3.0,2.0,2.0,3.0,2.5,3.0,3.0,4.0,3.0,4.0,3.4,3.0,2.0,2.0,2.0,2.25,Low
179,47,Female,Nurse,Bachelor's (completed),18,Private,Semi-Urban,1.0,2.0,1.0,2.0,1.5,3.0,3.0,4.0,4.0,3.5,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.4,2.0,2.0,2.0,3.0,2.25,Low
180,26,Female,Other,Bachelor's (completed),2,Private,Dhaka,4.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,,2.3333333333333335,4.0,5.0,4.0,5.0,4.5,3.0,4.0,4.0,2.0,1.0,2.8,5.0,5.0,5.0,5.0,5.0,High
181,31,Female,Healthcare Student,Bachelor's (completed),1,Private,Dhaka,2.0,2.0,,3.0,2.3333333333333335,2.0,2.0,2.0,3.0,2.25,3.0,2.0,4.0,3.0,3.0,5.0,4.0,4.0,5.0,4.0,4.4,3.0,4.0,3.0,4.0,3.5,Medium
182,26,Female,Other,Secondary/HSC,6,Private,Other Urban,1.0,2.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,4.2,3.0,3.0,3.0,3.0,3.0,Medium
183,46,Male,Healthcare Student,Bachelor's (completed),0,Not Applicable,Dhaka,2.0,3.0,2.0,3.0,2.5,4.0,3.0,3.0,3.0,3.25,3.0,4.0,3.0,3.0,3.25,4.0,3.0,3.0,4.0,4.0,3.6,2.0,3.0,2.0,2.0,2.25,Low
184,44,Male,Doctor,Postgraduate/Doctoral,15,Public,Dhaka,4.0,4.0,4.0,5.0,4.25,4.0,4.0,4.0,5.0,4.25,2.0,3.0,1.0,1.0,1.75,4.0,5.0,4.0,,4.0,4.25,3.0,5.0,4.0,5.0,4.25,High
185,29,Female,Hospital Administrator,Postgraduate/Doctoral,2,Private,Dhaka,4.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,3.5,1.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.25,High
186,38,Female,Doctor,Postgraduate/Doctoral,17,Public,Dhaka,4.0,3.0,5.0,3.0,3.75,4.0,3.0,4.0,3.0,3.5,3.0,2.0,2.0,2.0,2.25,3.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.25,Medium
187,42,Male,Healthcare Student,Bachelor's (ongoing),1,Private,Not Applicable,2.0,1.0,2.0,1.0,1.5,4.0,3.0,3.0,3.0,3.25,4.0,5.0,5.0,5.0,4.75,3.0,4.0,4.0,3.0,5.0,3.8,1.0,1.0,1.0,1.0,1.0,Low
188,35,Male,Hospital Administrator,Bachelor's (ongoing),9,Private,Dhaka,3.0,3.0,4.0,4.0,3.5,3.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.2,2.0,1.0,3.0,2.0,2.0,Low
189,35,Female,Nurse,Bachelor's (ongoing),15,Private,Dhaka,3.0,4.0,4.0,3.0,3.5,3.0,2.0,2.0,3.0,2.5,3.0,3.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,4.0,3.4,3.0,4.0,3.0,4.0,3.5,Medium
190,29,Male,Other,Bachelor's (ongoing),5,Private,Rural,1.0,2.0,2.0,1.0,1.5,2.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,4.25,3.0,4.0,4.0,4.0,3.0,3.6,2.0,1.0,2.0,1.0,1.5,Low
